StuduentID;ModuleCode;AcYear;Mark;Grade;Age;Gender;Status;CourseCode;Course Name;Level of Study;;;Row Labels;Count of Attendance(Status);Percentage
00000740;GAV2007-N;2018/9;0;F;22;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000750;DES3096-N;2018/9;66;B;20;F;ABS;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00000754;GAV2016-N;2018/9;61;B;30;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000682;GAV2011-N;2018/9;63;B;20;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000684;VIS3110-N;2018/9;60;B;20;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000685;MED3007-N;2018/9;73;A;21;M;ABS;MZSNG;BA (Hons) Media Studies;BA;;;;;
00000685;MED3020-N;2018/9;62;B;21;M;ABS;MZSNG;BA (Hons) Media Studies;BA;;;;;
00000688;VIS3110-N;2018/9;0;F;42;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000689;GAV3010-N;2018/9;57;C;18;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000691;GAV2011-N;2018/9;64;B;22;M;ABS;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00000692;PER3008-N;2018/9;70;A;18;F;P;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000693;MED3007-N;2018/9;72;A;65;F;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00000693;MED3055-N;2018/9;66;B;65;F;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00000694;COM3037-N;2018/9;0;WS;22;F;ABS;CSCPRD;MComp (Hons) Computer Science;MC;;;;;
00000695;VIS3110-N;2018/9;54;C;22;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000696;MED3007-N;2018/9;0;PL;21;M;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00000697;VIS3110-N;2018/9;64;B;30;M;P;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000698;COM3037-N;2018/9;67;B;18;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000701;VIS3110-N;2018/9;0;DA;21;F;P;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000705;GAV2028-N;2018/9;41;D;18;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000706;PER3008-N;2018/9;45;D;22;M;P;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000707;COM3037-N;2018/9;13;F;19;F;ABS;CSCPRD;MComp (Hons) Computer Science;MC;;;;;
00000742;GAV3010-N;2018/9;64;B;21;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000743;MED3055-N;2018/9;50;C;57;F;ABS;MJSSNG;BA (Hons) Journalism (Sports);BA;;;;;
00000744;MUL3051-N;2018/9;61;B;52;F;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000746;VIS3110-N;2018/9;45;D;52;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000747;GAV3010-N;2018/9;75;A;34;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000748;VIS3110-N;2018/9;30;F;22;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000749;GAV2028-N;2018/9;48;D;22;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000779;MED3040-N;2018/9;62;B;20;F;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000780;VIS3110-N;2018/9;57;C;22;F;ABS;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000781;GAV3010-N;2018/9;55;C;22;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000685;MED3036-N;2018/9;50;C;21;M;ABS;MZSNG;BA (Hons) Media Studies;BA;;;;;
00000686;VIS3104-N;2018/9;68;B;20;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000687;GAV2016-N;2018/9;0;F;18;M;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000689;GAV3021-N;2018/9;48;D;18;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000690;GAV1003-N;2018/9;63;B;19;M;P;ZDFSNG;BA (Hons) Computer Games Art (with Foundation Year);BA;;;;;
00000691;GAV2027-N;2018/9;26;F;22;M;ABS;CGVIMO;MComp (Hons) Computer Games Design;MC;;;;;
00000692;PER3018-N;2018/9;58;C;18;F;P;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000693;MED3030-N;2018/9;52;C;65;F;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00000696;MED3030-N;2018/9;61;B;21;M;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00000700;FAE3010-N;2018/9;63;B;29;F;P;FASNG;BA (Hons) Fine Art;BA;;;;;
00000702;FAE3010-N;2018/9;70;A;47;F;P;FASNG;BA (Hons) Fine Art;BA;;;;;
00000704;VIS3109-N;2018/9;62;B;19;F;ABS;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00000705;GAV2007-N;2018/9;65;B;18;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000706;PER3018-N;2018/9;35;F;22;M;P;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000708;FAE3010-N;2018/9;56;C;22;M;P;FASNG;BA (Hons) Fine Art;BA;;;;;
00000742;GAV3021-N;2018/9;67;B;21;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000743;MED3030-N;2018/9;54;C;57;F;ABS;MJSSNG;BA (Hons) Journalism (Sports);BA;;;;;
00000744;COM3040-N;2018/9;54;C;52;F;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000745;CAM1009-N;2018/9;71;A;19;M;ABS;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00000747;GAV3021-N;2018/9;77;A;34;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000749;GAV2007-N;2018/9;52;C;22;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000779;MED3050-N;2018/9;68;B;20;F;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000781;GAV3021-N;2018/9;65;B;22;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000782;VIS3109-N;2018/9;75;A;20;M;ABS;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00000783;CIS1018-N;2018/9;31;F;59;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000784;GAV3021-N;2018/9;55;C;46;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000785;GAV2007-N;2018/9;36;F;19;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000453;GAV3009-N;2018/9;47;D;18;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000453;GAV3020-N;2018/9;60;B;18;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000454;GAV2004-N;2018/9;0;F;44;M;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000454;GAV2005-N;2018/9;0;F;44;M;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000487;COM3038-N;2018/9;72;A;20;F;ABS;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000491;VIS3108-N;2018/9;77;A;22;M;ABS;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00000492;GAV3009-N;2018/9;60;B;18;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000492;GAV3020-N;2018/9;77;A;18;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000493;GAV3009-N;2018/9;72;A;19;M;PDG;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000493;GAV3020-N;2018/9;80;A;19;M;PDG;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000494;GAV1012-N;2018/9;14;F;19;M;ABS;VIWBA;BA (Hons) Visual Effects;BA;;;;;
00000509;GAV3009-N;2018/9;74;A;19;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000509;GAV3020-N;2018/9;58;C;19;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000511;GAV3009-N;2018/9;52;C;27;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000511;GAV3020-N;2018/9;60;B;27;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000512;GAV3020-N;2018/9;60;B;22;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000513;GAV3020-N;2018/9;60;B;22;M;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000516;GAV3009-N;2018/9;55;C;18;M;P;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000516;GAV3020-N;2018/9;71;A;18;M;P;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000517;VIS3108-N;2018/9;64;B;22;F;ABS;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00000527;VIS3108-N;2018/9;70;A;22;F;ABS;CVESNG;BA (Hons) Computer Animation and Visual Effects;BA;;;;;
00000528;GAV4038-N;2018/9;50;C;20;F;P;TDGMA;MA 3D Games Art;MA;;;;;
00000518;GAV3009-N;2018/9;56;C;39;M;P;CANSNG;BA (Hons) Computer Games Animation;BA;;;;;
00000518;GAV3020-N;2018/9;65;B;39;M;P;CANSNG;BA (Hons) Computer Games Animation;BA;;;;;
00000518;VIS3105-N;2018/9;71;A;39;M;P;CANSNG;BA (Hons) Computer Games Animation;BA;;;;;
00000521;GAV3009-N;2018/9;55;C;47;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000521;GAV3020-N;2018/9;50;C;47;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000522;DES3095-N;2018/9;70;A;18;M;P;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00000524;COM3041-N;2018/9;0;DA;20;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000525;GAV3009-N;2018/9;67;B;40;M;P;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00000525;GAV3020-N;2018/9;82;A;40;M;P;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00000525;VIS3126-N;2018/9;71;A;40;M;P;TGDBS;BSc (Hons) Technical Game Development;BS;;;;;
00000526;CIS2015-N;2018/9;75;A;19;F;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000553;GAV2004-N;2018/9;0;DA;32;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000553;GAV2005-N;2018/9;0;DA;32;M;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000554;DES3095-N;2018/9;67;B;21;F;P;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00000555;GAV3020-N;2018/9;71;A;18;F;P;CGPPRD;MComp (Hons) Computer Games Programming;MC;;;;;
00000568;GAV2025-N;2018/9;67;B;21;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000570;GAV3009-N;2018/9;51;C;19;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000570;GAV3020-N;2018/9;73;A;19;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000571;COM3046-N;2018/9;44;D;20;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000571;GAV3020-N;2018/9;67;B;20;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000602;GAV2025-N;2018/9;40;D;31;M;AA;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000603;COM3038-N;2018/9;82;A;53;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000605;GAV3009-N;2018/9;73;A;20;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000605;GAV3020-N;2018/9;76;A;20;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000606;VIS3108-N;2018/9;74;A;36;F;ABS;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00000607;GAV2024-N;2018/9;50;C;18;M;P;CCHFSNG;BA (Hons) Computer Character Animation (with Foundation Year);BA;;;;;
00000608;GAV3009-N;2018/9;14;F;21;M;P;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00000608;GAV3020-N;2018/9;47;D;21;M;P;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00000609;GAV2024-N;2018/9;70;A;47;M;P;AVBA;BA (Hons) Computer Animation;BA;;;;;
00000612;GAV3009-N;2018/9;55;C;18;F;P;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000612;GAV3020-N;2018/9;73;A;18;F;P;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000677;FAE3013-N;2018/9;65;B;60;M;P;FASNG;BA (Hons) Fine Art;BA;;;;;
00000736;GAV3003-N;2018/9;75;A;18;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000739;GAV4018-N;2018/9;61;B;20;F;ABS;AGAPRD;MA Concept Art for Games and Animation;MA;;;;;
00000739;GAV4028-N;2018/9;73;A;20;F;ABS;AGAPRD;MA Concept Art for Games and Animation;MA;;;;;
00000741;COM3036-N;2018/9;0;F;58;F;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000751;COM3036-N;2018/9;56;C;20;F;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000752;MUL3061-N;2018/9;50;C;47;F;P;WBPBS;BSc (Hons) Web Production;BS;;;;;
00000753;COM3036-N;2018/9;75;A;61;M;P;CSCPRD;MComp (Hons) Computer Science;MC;;;;;
00000756;MED3047-N;2018/9;64;B;58;M;ABS;JOUSNG;BA (Hons) Journalism;BA;;;;;
00000757;GAV2017-N;2018/9;0;F;21;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000794;MED3051-N;2018/9;58;C;29;M;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000795;GAV1002-N;2018/9;23;F;20;M;ABS;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
00000796;MED3047-N;2018/9;58;C;22;M;ABS;MJSSNG;BA (Hons) Journalism (Sports);BA;;;;;
00000797;COM3064-N;2018/9;47;D;57;F;P;CSNSNG;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00000801;MED3051-N;2018/9;63;B;18;M;ABS;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000804;COM3036-N;2018/9;66;B;47;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000805;MPR3002-N;2018/9;50;C;20;M;P;MJSSNG;BA (Hons) Journalism (Sports);BA;;;;;
00000807;GAV2017-N;2018/9;44;D;19;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000807;GAV2029-N;2018/9;45;D;19;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000809;GAV2010-N;2018/9;53;C;55;F;P;VIWBA;BA (Hons) Visual Effects;BA;;;;;
00000809;GAV2038-N;2018/9;38;F;55;F;P;VIWBA;BA (Hons) Visual Effects;BA;;;;;
00000812;GAV2021-N;2018/9;54;C;22;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000847;GAV3003-N;2018/9;75;A;68;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000756;MED3030-N;2018/9;62;B;58;M;ABS;JOUSNG;BA (Hons) Journalism;BA;;;;;
00000758;VIS3104-N;2018/9;50;C;19;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000759;GAV2007-N;2018/9;0;F;18;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000760;GAV1009-N;2018/9;0;F;22;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000761;VIS3109-N;2018/9;61;B;33;F;P;CVESNG;BA (Hons) Computer Animation and Visual Effects;BA;;;;;
00000794;MED3050-N;2018/9;67;B;29;M;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000796;MED3030-N;2018/9;58;C;22;M;ABS;MJSSNG;BA (Hons) Journalism (Sports);BA;;;;;
00000797;COM3065-N;2018/9;7;DA;57;F;P;CSNSNG;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00000799;VIS3109-N;2018/9;88;A;22;F;PDG;CVESNG;BA (Hons) Computer Animation and Visual Effects;BA;;;;;
00000800;MFP2017-N;2018/9;10;F;32;M;P;FMCUBA;BA (Hons) Film, Media and Culture;BA;;;;;
00000800;MFP2026-N;2018/9;53;C;32;M;P;FMCUBA;BA (Hons) Film, Media and Culture;BA;;;;;
00000801;MED3050-N;2018/9;47;D;18;M;ABS;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000802;GAV1003-N;2018/9;68;B;18;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000805;MED3030-N;2018/9;56;C;20;M;P;MJSSNG;BA (Hons) Journalism (Sports);BA;;;;;
00000812;GAV2027-N;2018/9;0;F;22;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000814;CIS2017-N;2018/9;74;A;18;M;P;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000815;VIS3104-N;2018/9;77;A;20;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000845;VIS3109-N;2018/9;84;A;20;F;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00000846;GAV1003-N;2018/9;66;B;67;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000847;GAV3021-N;2018/9;76;A;68;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000848;CIS2014-N;2018/9;58;C;20;F;ABS;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00000849;FAE3010-N;2018/9;70;A;21;M;P;FASNG;BA (Hons) Fine Art;BA;;;;;
00000850;GAV0001-N;2018/9;0;F;22;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000850;GAV0002-N;2018/9;0;F;22;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000851;COM3040-N;2018/9;66;B;61;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000852;COM3040-N;2018/9;52;C;53;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000853;CIS2014-N;2018/9;33;F;29;M;ABS;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00000857;PER3018-N;2018/9;62;B;21;M;P;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000858;CIS0003-N;2018/9;46;D;22;M;ABS;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000858;CIS0005-N;2018/9;48;D;22;M;ABS;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000736;GAV3010-N;2018/9;43;D;18;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000737;MED3007-N;2018/9;70;A;22;M;ABS;MZSNG;BA (Hons) Media Studies;BA;;;;;
00000737;MED3020-N;2018/9;50;C;22;M;ABS;MZSNG;BA (Hons) Media Studies;BA;;;;;
00000739;GAV4017-N;2018/9;56;C;20;F;ABS;AGAPRD;MA Concept Art for Games and Animation;MA;;;;;
00000740;GAV2028-N;2018/9;40;D;22;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000741;COM3037-N;2018/9;13;F;58;F;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000751;COM3037-N;2018/9;60;B;20;F;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000752;MUL3060-N;2018/9;74;A;47;F;P;WBPBS;BSc (Hons) Web Production;BS;;;;;
00000753;COM3037-N;2018/9;74;A;61;M;P;CSCPRD;MComp (Hons) Computer Science;MC;;;;;
00000755;VIS3110-N;2018/9;61;B;19;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000756;MED3055-N;2018/9;23;F;58;M;ABS;JOUSNG;BA (Hons) Journalism;BA;;;;;
00000759;GAV2028-N;2018/9;0;F;18;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000794;MED3040-N;2018/9;46;D;29;M;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000796;MED3055-N;2018/9;60;B;22;M;ABS;MJSSNG;BA (Hons) Journalism (Sports);BA;;;;;
00000797;COM3067-N;2018/9;67;B;57;F;P;CSNSNG;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00000800;MFP2019-N;2018/9;62;B;32;M;P;FMCUBA;BA (Hons) Film, Media and Culture;BA;;;;;
00000801;MED3040-N;2018/9;36;F;18;M;ABS;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000804;COM3037-N;2018/9;60;B;47;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000805;MED3055-N;2018/9;60;B;20;M;P;MJSSNG;BA (Hons) Journalism (Sports);BA;;;;;
00000806;CIS2001-N;2018/9;54;C;18;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000806;CIS2021-N;2018/9;34;F;18;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000808;VIS3110-N;2018/9;40;D;22;F;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000809;GAV2008-N;2018/9;50;C;55;F;P;VIWBA;BA (Hons) Visual Effects;BA;;;;;
00000811;VIS3110-N;2018/9;77;A;46;M;P;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000813;VIS3110-N;2018/9;70;A;21;F;ABS;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000814;CIS2001-N;2018/9;59;C;18;M;P;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000814;CIS2021-N;2018/9;60;B;18;M;P;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000847;GAV3010-N;2018/9;64;B;68;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000850;GAV0003-N;2018/9;0;F;22;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000762;GAV2027-N;2018/9;40;D;20;M;ABS;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
00000764;MED3030-N;2018/9;60;B;21;M;PWR;MJSSNG;BA (Hons) Journalism (Sports);BA;;;;;
00000765;FAE3010-N;2018/9;56;C;24;F;P;FASNG;BA (Hons) Fine Art;BA;;;;;
00000767;MED3030-N;2018/9;58;C;21;F;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00000768;GAV2027-N;2018/9;0;F;18;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000769;CIS0003-N;2018/9;0;F;20;M;ABS;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000769;CIS0005-N;2018/9;0;F;20;M;ABS;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000771;MED3050-N;2018/9;72;A;48;M;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000772;MED3036-N;2018/9;0;DA;20;F;P;MZSNG;BA (Hons) Media Studies;BA;;;;;
00000773;COM3040-N;2018/9;60;B;62;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000778;VIS3104-N;2018/9;76;A;18;M;PWR;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000832;GAV3021-N;2018/9;90;A;22;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000833;CIS2014-N;2018/9;51;C;20;M;ABS;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00000835;COM3040-N;2018/9;66;B;18;M;ABS;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000836;VIS3109-N;2018/9;89;A;62;M;P;CCHSNG;BA (Hons) Computer Character Animation;BA;;;;;
00000838;DES3096-N;2018/9;73;A;42;M;P;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00000839;GAV3021-N;2018/9;83;A;22;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000840;MED3050-N;2018/9;64;B;41;M;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000841;FAE3010-N;2018/9;68;B;21;M;P;FASNG;BA (Hons) Fine Art;BA;;;;;
00000842;PER3018-N;2018/9;68;B;20;M;P;DNCSNG;BA (Hons) Dance;BA;;;;;
00000859;CIS2014-N;2018/9;55;C;18;F;ABS;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00000860;CIS1018-N;2018/9;11;F;21;M;ABS;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000861;COM3040-N;2018/9;54;C;57;F;ABS;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000862;PER3018-N;2018/9;58;C;69;F;ABS;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000867;DES3096-N;2018/9;76;A;19;M;P;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00000869;CIS2009-N;2018/9;70;A;23;F;PWR;WBPBS;BSc (Hons) Web Production;BS;;;;;
00000869;CIS2017-N;2018/9;82;A;23;F;PWR;WBPBS;BSc (Hons) Web Production;BS;;;;;
00000870;MUL3063-N;2018/9;60;B;20;M;P;DGMBS;BSc (Hons) Digital Media;BS;;;;;
00000727;DES2187-N;2018/9;74;A;20;M;ABS;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00000728;CIS2001-N;2018/9;0;F;19;F;AA;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000728;CIS2021-N;2018/9;0;F;19;F;AA;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000731;VIS3110-N;2018/9;47;D;19;M;P;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000732;COM3037-N;2018/9;46;D;18;F;ABS;CSCPRD;MComp (Hons) Computer Science;MC;;;;;
00000734;GAV2028-N;2018/9;53;C;21;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000762;GAV2011-N;2018/9;36;F;20;M;ABS;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
00000764;MED3055-N;2018/9;65;B;21;M;PWR;MJSSNG;BA (Hons) Journalism (Sports);BA;;;;;
00000766;VIS3110-N;2018/9;62;B;21;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000767;MED3007-N;2018/9;68;B;21;F;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00000768;GAV2011-N;2018/9;50;C;18;M;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000769;CIS0002-N;2018/9;0;F;20;M;ABS;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000771;MED3040-N;2018/9;58;C;48;M;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000772;MED3007-N;2018/9;0;DA;20;F;P;MZSNG;BA (Hons) Media Studies;BA;;;;;
00000772;MED3020-N;2018/9;0;DA;20;F;P;MZSNG;BA (Hons) Media Studies;BA;;;;;
00000773;MUL3051-N;2018/9;64;B;62;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000774;VIS3110-N;2018/9;88;A;21;M;ABS;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000776;VIS3110-N;2018/9;91;A;22;M;P;GDEPRD;MComp (Hons) Games Development;MC;;;;;
00000832;GAV3010-N;2018/9;76;A;22;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000835;MUL3051-N;2018/9;72;A;18;M;ABS;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000839;GAV3010-N;2018/9;82;A;22;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
